account_id,room_id,msg,time,type
t_user_142,tgt_grp_004,端午快乐你们吃甜粽还是咸粽,1739570927,text
t_user_060,tgt_grp_012,1e950c8eed2bd6f8e1d085b11d71e057,1748811964,photo
t_user_757,tgt_grp_019,笑死了哈哈,1768776945,text
t_user_020,tgt_grp_010,坚持跑步第30天,1770256280,text
t_user_081,tgt_grp_009,笑死了哈哈,1771545828,text
t_user_306,tgt_grp_004,雨天窝在家追剧最舒服,1761214264,text
t_user_274,tgt_grp_015,2556de9d158e1d10a2c996bc949c3148,1754717214,video
t_user_235,tgt_grp_015,端午快乐你们吃甜粽还是咸粽,1760245071,text
t_user_754,tgt_grp_003,ab52fccfe66c4d98fef1c9953cc3c02d,1736305567,video
t_user_012,tgt_grp_012,数据库挂了在线等急,1751001137,text
t_user_611,tgt_grp_010,又失眠了好烦,1767702286,text
t_user_795,tgt_grp_003,数据库挂了在线等急,1761383243,text
t_user_253,tgt_grp_004,f703b76cb9790a62387525127b1a6bd9,1738978416,video
t_user_797,tgt_grp_019,National holiday planning done,1766826735,text
t_user_183,tgt_grp_019,终于抢到演唱会门票了,1745052122,text
t_user_611,tgt_grp_010,05a3050e7e09e0d4dbc28dd07646ee8c,1749460580,video
t_user_333,tgt_grp_000,debug了一整天终于搞定了,1755967132,text
t_user_115,tgt_grp_017,房价什么时候降啊,1740388691,text
t_user_624,tgt_grp_019,快递怎么还没到,1767764532,text
t_user_143,tgt_grp_001,Happy Lantern Festival!,1743248028,text
t_user_550,tgt_grp_015,端午快乐你们吃甜粽还是咸粽,1766490978,text
t_user_470,tgt_grp_009,Happy New Year新年好,1738764792,text
t_user_225,tgt_grp_004,Python是最好的语言,1737363561,text
t_user_162,tgt_grp_004,The pace of AI is insane,1746333837,text
t_user_323,tgt_grp_005,加油加油,1740974856,text
t_user_246,tgt_grp_008,火锅真的太好吃了吧,1739186234,text
t_user_142,tgt_grp_004,手机又该换了,1758410086,text
t_user_598,tgt_grp_006,厉害了,1740818936,text
t_user_771,tgt_grp_010,又失眠了好烦,1744931962,text
t_user_575,tgt_grp_010,See you tomorrow,1753253480,text
t_user_020,tgt_grp_010,房价什么时候降啊,1738362174,text
t_user_439,tgt_grp_011,坚持跑步第30天,1737373872,text
t_user_324,tgt_grp_009,b1b49484a55cebfdef69892ff3c384db,1767855964,photo
t_user_406,tgt_grp_003,cc1d30253d56ba116a4b804689556050,1761460610,photo
t_user_409,tgt_grp_009,雨天窝在家追剧最舒服,1765778324,text
t_user_752,tgt_grp_002,fc6646f1929a9142d5be3cb8390d5cfe,1751977700,video
t_user_049,tgt_grp_011,笑死了哈哈,1769406965,text
t_user_372,tgt_grp_004,The pace of AI is insane,1762740777,text
t_user_258,tgt_grp_017,548470ec2eabe29dd43fdf2d0efdf280,1755243588,video
t_user_550,tgt_grp_015,80dce35b620b20bc00b36be8b5f78029,1757428288,video
t_user_217,tgt_grp_004,端午快乐你们吃甜粽还是咸粽,1745300683,text
t_user_058,tgt_grp_007,终于拿到驾照了,1751948557,text
t_user_797,tgt_grp_001,火锅真的太好吃了吧,1742483335,text
t_user_235,tgt_grp_002,Happy Lantern Festival!,1752981895,text
t_user_012,tgt_grp_002,These quarterly targets are insane.,1761055360,text
t_user_225,tgt_grp_004,6f6139e13075cdafce8f55b665afb67d,1736335293,video
t_user_113,tgt_grp_010,发现一家超好吃的面馆,1738487514,text
t_user_001,tgt_grp_001,Weekly meeting was intense today.,1758949816,text
t_user_581,tgt_grp_013,These quarterly targets are insane.,1771577830,text
t_user_274,tgt_grp_018,终于搬完家了太折腾了,1743743692,text
t_user_391,tgt_grp_009,fe426ad24f4ebdedc5886005f8a46629,1770334841,photo
t_user_641,tgt_grp_018,手机又该换了👍,1756083016,text
t_user_542,tgt_grp_001,老同学们都变了好多,1736071439,text
t_user_049,tgt_grp_007,老同学们都变了好多,1767165423,text
t_user_225,tgt_grp_005,今天去跑步了哈哈,1761364146,text
t_user_246,tgt_grp_016,发现一家超好吃的面馆,1744174817,text
t_user_164,tgt_grp_015,Happy New Year新年好,1756607967,text
t_user_020,tgt_grp_017,这周末一起撸串～,1756274715,text
t_user_672,tgt_grp_005,我家猫今天又拆家了,1741754354,text
t_user_225,tgt_grp_005,终于拿到驾照了,1756197960,text
t_user_020,tgt_grp_010,This song is on repeat so good,1743048600,text
t_user_763,tgt_grp_010,航班delay了,1741417058,text
t_user_258,tgt_grp_016,热到融化,1758697293,text
t_user_752,tgt_grp_009,4bcce460a587c04283b97ec64b952f65,1741151385,video
t_user_752,tgt_grp_009,a468606792181be1bcb25b21da38cd47,1770689096,photo
t_user_113,tgt_grp_003,房价什么时候降啊 haha,1759056403,text
t_user_332,tgt_grp_017,340ab2948be97f23814c3064996e8e98,1767519372,video
t_user_058,tgt_grp_006,9d5ea0e05f8116b88202fcafe9968c18,1745822275,video
t_user_033,tgt_grp_006,The pace of AI is insane,1769322082,text
t_user_470,tgt_grp_009,又失眠了好烦,1753068649,text
t_user_599,tgt_grp_012,Python是最好的语言,1737107554,text
t_user_659,tgt_grp_003,终于搬完家了太折腾了 haha,1759476381,text
t_user_544,tgt_grp_012,又失眠了好烦,1747111487,text
t_user_520,tgt_grp_011,debug了一整天终于搞定了,1761690935,text
t_user_550,tgt_grp_015,Gotta travel again for work.,1738826074,text
t_user_253,tgt_grp_011,中秋节快乐今晚赏月,1765040490,text
t_user_395,tgt_grp_003,Weekly meeting was intense today.,1760245040,text
t_user_643,tgt_grp_001,火锅真的太好吃了吧,1748186061,text
t_user_480,tgt_grp_018,路上太堵了,1753862482,text
t_user_147,tgt_grp_009,谁来组队打游戏,1751779898,text
t_user_247,tgt_grp_013,Happy Lantern Festival!,1767604410,text
t_user_162,tgt_grp_004,ac64fe9b3942c1d8af7335af0c727f32,1747546188,video
t_user_655,tgt_grp_001,这周末一起撸串!,1768176326,text
t_user_581,tgt_grp_008,This song is on repeat so good,1748586524,text
t_user_115,tgt_grp_017,下了个新游戏还挺好玩,1755064230,text
t_user_012,tgt_grp_000,bc6f8474188e9632c5e3c6751a8e61a3,1760528029,video
t_user_522,tgt_grp_008,雨天窝在家追剧最舒服 haha,1746764337,text
t_user_166,tgt_grp_016,好想念大学同学们,1762914984,text
t_user_333,tgt_grp_007,89ec71dbdef551c4bf9c2fae5a13cb85,1740761543,video
t_user_542,tgt_grp_002,终于拿到驾照了,1742382740,text
t_user_020,tgt_grp_010,终于拿到驾照了,1741139098,text
t_user_672,tgt_grp_005,没问题～,1736413469,text
t_user_020,tgt_grp_010,dcfa12e119d7a03d177ebee1abf1a497,1771901020,photo
t_user_439,tgt_grp_011,0b51d4f7c28a9948b315cbc4e2a37f48,1760714202,video
t_user_575,tgt_grp_010,推理小说真的很上头,1743120237,text
t_user_550,tgt_grp_010,52dd66a49fae96d7958728b603e380bc,1747222892,video
t_user_655,tgt_grp_018,火锅真的太好吃了吧,1762038799,text
t_user_275,tgt_grp_015,Happy Lantern Festival!,1749786801,text
t_user_218,tgt_grp_001,"Project deadline almost here, wrapping up.",1768350148,text
t_user_672,tgt_grp_007,6f8fc317248882dc6ee9c784563dcee0,1752654687,photo
t_user_372,tgt_grp_002,4f9d84aa4a420503f849512c881f0024,1755771557,photo
t_user_315,tgt_grp_000,端午快乐你们吃甜粽还是咸粽,1765852338,text
t_user_522,tgt_grp_017,3dc4395f1d061bfbff2823a57d0dff7c,1767948437,video
t_user_383,tgt_grp_001,The pace of AI is insane,1759568561,text
t_user_349,tgt_grp_012,谁来组队打游戏哈哈,1748577029,text
t_user_323,tgt_grp_015,豆浆油条是早餐的灵魂😂,1739157338,text
t_user_725,tgt_grp_019,又失眠了好烦,1747369987,text
t_user_113,tgt_grp_000,终于搬完家了太折腾了,1756637451,text
t_user_544,tgt_grp_017,我家猫今天又拆家了👍,1741173636,text
t_user_725,tgt_grp_019,1b932c030dbe8ee295972eb0510b472a,1745198065,video
t_user_109,tgt_grp_006,2ab14d48187ce7d901ceabc2712d7735,1768365578,photo
t_user_235,tgt_grp_002,终于抢到演唱会门票了,1765088921,text
t_user_598,tgt_grp_003,卷不动了,1768367516,text
t_user_699,tgt_grp_017,National holiday planning done,1742864902,text
t_user_333,tgt_grp_000,今天天气真好适合出去走走,1760895271,text
t_user_033,tgt_grp_001,试着做了顿大餐,1757417478,text
t_user_332,tgt_grp_017,说好的减肥又点了外卖,1739448159,text
t_user_611,tgt_grp_010,4dd79d423fda24a18cbfb4074b7484ca,1757488871,photo
t_user_567,tgt_grp_012,航班delay了,1759818820,text
t_user_118,tgt_grp_004,This song is on repeat so good,1762066675,text
t_user_512,tgt_grp_001,路上太堵了,1745452861,text
t_user_757,tgt_grp_019,MacBook Pro真的生产力工具,1770013261,text
t_user_391,tgt_grp_005,Client was in good mood today.,1753207935,text
t_user_657,tgt_grp_010,debug了一整天终于搞定了,1771111282,text
t_user_643,tgt_grp_006,试着做了顿大餐,1764431014,text
t_user_624,tgt_grp_004,路上太堵了,1741573175,text
t_user_217,tgt_grp_004,追剧追到停不下来,1755496356,text
t_user_611,tgt_grp_010,热到融化,1751273780,text
t_user_109,tgt_grp_017,debug了一整天终于搞定了,1740703189,text
t_user_581,tgt_grp_004,This song is on repeat so good,1752584392,text
t_user_274,tgt_grp_018,National holiday planning done,1757493788,text
t_user_060,tgt_grp_012,推理小说真的很上头 lol,1747122499,text
t_user_754,tgt_grp_009,93d78d3188519f6cf973a54cb388f55c,1750225948,video
t_user_109,tgt_grp_006,路上太堵了,1755229742,text
t_user_599,tgt_grp_010,Python是最好的语言😂,1744878591,text
t_user_204,tgt_grp_003,Happy New Year新年好,1745306744,text
t_user_575,tgt_grp_009,National holiday planning done,1754991287,text
t_user_004,tgt_grp_005,数据库挂了在线等急,1745717449,text
t_user_324,tgt_grp_009,追剧追到停不下来,1767832230,text
t_user_581,tgt_grp_004,76c13ec866afa3d1aa8726d45a7cfc2e,1762594824,video
t_user_272,tgt_grp_006,906dead4ea67a16a4e305051a8fb6563,1760409869,video
t_user_118,tgt_grp_004,下了个新游戏还挺好玩,1769414213,text
t_user_624,tgt_grp_004,MacBook Pro真的生产力工具,1761620291,text
t_user_060,tgt_grp_012,今天去跑步了,1755141571,text
t_user_143,tgt_grp_007,The pace of AI is insane,1735900599,text
t_user_324,tgt_grp_006,这周末一起撸串,1753490475,text
t_user_575,tgt_grp_010,划水中,1752727997,text
t_user_301,tgt_grp_012,路上太堵了,1752565174,text
t_user_306,tgt_grp_014,雨天窝在家追剧最舒服,1767174433,text
t_user_272,tgt_grp_006,New teammate is pretty cool.,1753930226,text
t_user_480,tgt_grp_008,National holiday planning done,1741351072,text
t_user_672,tgt_grp_005,没有奶茶活不下去,1750845076,text
t_user_702,tgt_grp_007,debug了一整天终于搞定了,1746373960,text
t_user_771,tgt_grp_006,爬山虽然累但是值得哈哈,1768514907,text
t_user_550,tgt_grp_015,今天天气真好适合出去走走,1766302316,text
t_user_225,tgt_grp_004,手机又该换了,1758794069,text
t_user_157,tgt_grp_004,终于拿到驾照了,1766886041,text
t_user_315,tgt_grp_016,Weekly meeting was intense today.,1743158547,text
t_user_225,tgt_grp_005,6d7c2e56a753b90602982a2f4d8c05f5,1747134657,photo
t_user_157,tgt_grp_002,端午快乐你们吃甜粽还是咸粽,1735770811,text
t_user_118,tgt_grp_011,房价什么时候降啊,1768728643,text
t_user_624,tgt_grp_019,路上太堵了,1766973063,text
t_user_513,tgt_grp_012,19df2763bac2997b9a614858fd914811,1765006318,video
t_user_433,tgt_grp_002,推理小说真的很上头,1753100059,text
t_user_270,tgt_grp_007,The pace of AI is insane,1769681974,text
t_user_624,tgt_grp_000,终于抢到演唱会门票了,1753677172,text
t_user_470,tgt_grp_003,爬山虽然累但是值得!,1737115811,text
t_user_702,tgt_grp_013,debug了一整天终于搞定了,1749224027,text
t_user_513,tgt_grp_016,Docker学起来还行,1742043458,text
t_user_395,tgt_grp_005,debug了一整天终于搞定了😂,1762138188,text
t_user_575,tgt_grp_007,These quarterly targets are insane.,1739177735,text
t_user_641,tgt_grp_017,手机又该换了,1768375774,text
t_user_506,tgt_grp_008,追剧追到停不下来,1744247964,text
t_user_765,tgt_grp_004,65531fda6b74f6146f0aee063c3c602a,1749467480,photo
t_user_066,tgt_grp_005,又失眠了好烦,1754752002,text
t_user_383,tgt_grp_001,这周末一起撸串,1751280504,text
t_user_142,tgt_grp_004,推理小说真的很上头,1741217565,text
t_user_575,tgt_grp_009,推理小说真的很上头,1748653279,text
t_user_614,tgt_grp_019,ad439d41064f6047ba1f11c6697caf38,1749189460,photo
t_user_113,tgt_grp_000,那家新奶茶店去过了还行,1746624764,text
t_user_033,tgt_grp_001,The pace of AI is insane,1745680124,text
t_user_058,tgt_grp_007,试着做了顿大餐,1767593396,text
t_user_033,tgt_grp_006,火锅真的太好吃了吧,1737546102,text
t_user_333,tgt_grp_000,The pace of AI is insane,1752079800,text
t_user_641,tgt_grp_004,端午快乐你们吃甜粽还是咸粽,1738912290,text
t_user_253,tgt_grp_011,追剧追到停不下来,1749697558,text
t_user_659,tgt_grp_004,路上太堵了 lol,1759974083,text
t_user_094,tgt_grp_009,The pace of AI is insane,1738839701,text
t_user_109,tgt_grp_015,"Project deadline almost here, wrapping up.👍",1768525650,text
t_user_247,tgt_grp_013,手机又该换了,1763448025,text
t_user_147,tgt_grp_000,坚持跑步第30天,1766468132,text
t_user_552,tgt_grp_017,中秋节快乐今晚赏月,1766404033,text
t_user_542,tgt_grp_014,豆浆油条是早餐的灵魂,1753266584,text
t_user_204,tgt_grp_006,今天去跑步了,1744720351,text
t_user_702,tgt_grp_005,追剧追到停不下来,1764852244,text
t_user_142,tgt_grp_004,Happy Lantern Festival!,1752978367,text
t_user_333,tgt_grp_000,房价什么时候降啊～,1752945845,text
t_user_306,tgt_grp_014,终于搬完家了太折腾了,1748150030,text
t_user_274,tgt_grp_001,谁来组队打游戏,1771565114,text
t_user_550,tgt_grp_015,These quarterly targets are insane. haha,1769334166,text
t_user_520,tgt_grp_011,MacBook Pro真的生产力工具,1744261210,text
t_user_274,tgt_grp_001,dea061254539299f383e3aa464d65308,1770880376,photo
t_user_217,tgt_grp_002,谁来组队打游戏,1757916032,text
t_user_301,tgt_grp_012,房价什么时候降啊～,1764122000,text
t_user_142,tgt_grp_004,端午快乐你们吃甜粽还是咸粽👍,1764721051,text
t_user_258,tgt_grp_017,航班delay了😂,1767151430,text
t_user_094,tgt_grp_007,谁来组队打游戏,1742365605,text
t_user_371,tgt_grp_018,老同学们都变了好多,1771068323,text
t_user_480,tgt_grp_018,数据库挂了在线等急,1744541516,text
t_user_060,tgt_grp_012,下了个新游戏还挺好玩,1736314662,text
t_user_771,tgt_grp_003,Happy Lantern Festival!,1745872868,text
t_user_275,tgt_grp_015,6f1af855cd2feea9585689e8229ffe9d,1769658235,photo
t_user_166,tgt_grp_013,6dbec929e93cf73ec6ad5026445788f3,1768473482,video
t_user_501,tgt_grp_018,热到融化,1744454342,text
t_user_332,tgt_grp_017,This song is on repeat so good,1754991753,text
t_user_001,tgt_grp_008,"Another overtime night, can't take it.",1749884682,text
t_user_512,tgt_grp_001,发现一家超好吃的面馆～,1766897577,text
t_user_395,tgt_grp_003,This song is on repeat so good,1762164083,text
t_user_542,tgt_grp_009,那家新奶茶店去过了还行,1760516803,text
t_user_235,tgt_grp_002,Happy Lantern Festival!,1755579516,text
t_user_324,tgt_grp_009,下了个新游戏还挺好玩,1741484304,text
t_user_020,tgt_grp_017,0ea731d768ec14fc00ed43f5d01322f6,1759633368,photo
t_user_641,tgt_grp_017,Happy New Year新年好,1746230975,text
t_user_049,tgt_grp_011,发现一家超好吃的面馆,1740557273,text
t_user_109,tgt_grp_007,Weekly meeting was intense today.,1744960751,text
t_user_599,tgt_grp_010,debug了一整天终于搞定了,1767256796,text
t_user_513,tgt_grp_012,数据库挂了在线等急!,1765020737,text
t_user_643,tgt_grp_009,老同学们都变了好多,1772120878,text
t_user_699,tgt_grp_016,卷不动了,1736905036,text
t_user_324,tgt_grp_009,终于拿到驾照了,1748132369,text
t_user_012,tgt_grp_012,939686685e066db4e3ca59629cc5a9aa,1736523621,video
t_user_553,tgt_grp_012,端午快乐你们吃甜粽还是咸粽,1766848693,text
t_user_501,tgt_grp_018,厉害了,1761468086,text
t_user_109,tgt_grp_006,af2473e727b7126400e51a9aaaf4db02,1749158082,video
t_user_739,tgt_grp_017,MacBook Pro真的生产力工具,1743386376,text
t_user_406,tgt_grp_005,f40baa0da0963e43403aa2b31241c4ba,1739516796,video
t_user_142,tgt_grp_004,追剧追到停不下来,1757178574,text
t_user_725,tgt_grp_005,爬山虽然累但是值得,1760951392,text
t_user_306,tgt_grp_004,老同学们都变了好多,1751686374,text
t_user_033,tgt_grp_001,a8fb41a087243556fd168c0451bb7db0,1739007642,photo
t_user_513,tgt_grp_002,好想念大学同学们,1768730015,text
t_user_004,tgt_grp_001,Python是最好的语言,1750759102,text
t_user_411,tgt_grp_002,终于拿到驾照了,1737062012,text
t_user_624,tgt_grp_019,OK收到,1747615546,text
t_user_513,tgt_grp_012,52e35b7cb400a026347d5dbfac40a9d3,1766127053,photo
t_user_164,tgt_grp_017,New teammate is pretty cool.,1739837895,text
t_user_787,tgt_grp_006,e6868200bb5a32a8d3833a3196295f07,1766307496,photo
t_user_699,tgt_grp_017,没问题,1747810701,text
t_user_274,tgt_grp_018,下了个新游戏还挺好玩,1742355677,text
t_user_235,tgt_grp_002,16ac9cca9269a96e0af1a56252407a15,1747793015,video
t_user_109,tgt_grp_006,加油加油,1741739734,text
t_user_060,tgt_grp_002,推理小说真的很上头,1749355736,text
t_user_301,tgt_grp_009,今天天气真好适合出去走走,1766550475,text
t_user_567,tgt_grp_009,又失眠了好烦,1751527740,text
t_user_033,tgt_grp_001,航班delay了,1763793447,text
t_user_624,tgt_grp_019,See you tomorrow,1751939469,text
t_user_217,tgt_grp_007,This song is on repeat so good,1741592056,text
t_user_787,tgt_grp_012,划水中,1751094891,text
t_user_391,tgt_grp_005,Python是最好的语言,1751914584,text
t_user_246,tgt_grp_016,热到融化～,1760615348,text
t_user_643,tgt_grp_005,终于搬完家了太折腾了!,1761225546,text
t_user_752,tgt_grp_002,终于搬完家了太折腾了,1739268977,text
t_user_480,tgt_grp_008,Client was in good mood today.,1746861589,text
t_user_143,tgt_grp_001,Happy New Year新年好,1746581483,text
t_user_058,tgt_grp_006,debug了一整天终于搞定了,1747030501,text
t_user_258,tgt_grp_011,划水中,1736502278,text
t_user_480,tgt_grp_018,快递怎么还没到,1744361141,text
t_user_567,tgt_grp_012,终于搬完家了太折腾了,1769526425,text
t_user_274,tgt_grp_001,Happy Lantern Festival!,1763111325,text
t_user_797,tgt_grp_008,bf46c42835e78499521d58195ade52b3,1754392457,video
t_user_641,tgt_grp_018,318ef449a96a9466a27e955276669a42,1737096424,photo
t_user_439,tgt_grp_007,a2ba5ade3021512aa311ea306178e073,1736504010,video
t_user_797,tgt_grp_002,老同学们都变了好多,1737185361,text
t_user_797,tgt_grp_019,终于搬完家了太折腾了,1749914025,text
t_user_274,tgt_grp_001,This song is on repeat so good,1761118372,text
t_user_142,tgt_grp_004,MacBook Pro真的生产力工具,1765487110,text
t_user_162,tgt_grp_000,debug了一整天终于搞定了,1766551987,text
t_user_787,tgt_grp_008,Python是最好的语言,1768733137,text
t_user_552,tgt_grp_017,火锅真的太好吃了吧,1765346511,text
t_user_060,tgt_grp_002,说好的减肥又点了外卖,1762328402,text
t_user_480,tgt_grp_008,See you tomorrow,1742198208,text
t_user_147,tgt_grp_000,推理小说真的很上头哈哈,1767515865,text
t_user_699,tgt_grp_017,14cf13a3bfa2dfd5216837996c0ceabe,1768284236,photo
t_user_581,tgt_grp_013,This song is on repeat so good😂,1742026768,text
t_user_657,tgt_grp_014,端午快乐你们吃甜粽还是咸粽!,1760738511,text
t_user_672,tgt_grp_007,好想念大学同学们,1759460572,text
t_user_066,tgt_grp_005,MacBook Pro真的生产力工具,1737798103,text
t_user_371,tgt_grp_018,Gotta travel again for work.,1769860206,text
t_user_235,tgt_grp_015,149bca2bfe54c690d69efaa3c06ac6ba,1738210864,photo
t_user_058,tgt_grp_006,下了个新游戏还挺好玩,1756616620,text
t_user_581,tgt_grp_013,老同学们都变了好多😂,1738743427,text
